Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
msgfplus	msgfplus	MSGF+						To update		Proteomics	msgfplus	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msgfplus	0.5	msgf_plus	2023.01.1202
msms_extractor	msms_extractor	Extract MS/MS scans from the mzML file(s) based on PSM report.						To update		Proteomics	msms_extractor	galaxyp		1.0.0	proteowizard	3_0_9992
msstats	msstats	MSstats tool for analyzing mass spectrometry proteomic datasets						To update	https://github.com/MeenaChoi/MSstats	Proteomics		galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstats	4.0.0	bioconductor-msstats	4.10.0
msstatstmt	msstatstmt	MSstatsTMT protein significance analysis in shotgun mass spectrometry-based proteomic experiments with tandem mass tag (TMT) labeling						To update	http://msstats.org/msstatstmt/	Proteomics	msstatstmt	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/msstatstmt	2.0.0	bioconductor-msstatstmt	2.10.0
mt2mq	mt2mq	Tool to prepare metatranscriptomic outputs from ASaiM for Metaquantome						To update		Proteomics	mt2mq	galaxyp		1.1.0	r-tidyverse	
mz_to_sqlite	mz_to_sqlite	Creates a SQLite database for proteomics data						To update		Proteomics	mz_to_sqlite	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/mz_to_sqlite	2.1.1+galaxy0	mztosqlite	2.1.1
openms	AccurateMassSearch, AssayGeneratorMetabo, BaselineFilter, CVInspector, ClusterMassTraces, ClusterMassTracesByPrecursor, CometAdapter, CompNovo, CompNovoCID, ConsensusID, ConsensusMapNormalizer, CruxAdapter, DTAExtractor, DatabaseFilter, DatabaseSuitability, DeMeanderize, Decharger, DecoyDatabase, Digestor, DigestorMotif, EICExtractor, ERPairFinder, Epifany, ExternalCalibration, FFEval, FalseDiscoveryRate, FeatureFinderCentroided, FeatureFinderIdentification, FeatureFinderIsotopeWavelet, FeatureFinderMRM, FeatureFinderMetabo, FeatureFinderMetaboIdent, FeatureFinderMultiplex, FeatureLinkerLabeled, FeatureLinkerUnlabeled, FeatureLinkerUnlabeledKD, FeatureLinkerUnlabeledQT, FidoAdapter, FileConverter, FileFilter, FileInfo, FileMerger, FuzzyDiff, GNPSExport, HighResPrecursorMassCorrector, IDConflictResolver, IDExtractor, IDFileConverter, IDFilter, IDMapper, IDMassAccuracy, IDMerger, IDPosteriorErrorProbability, IDRTCalibration, IDRipper, IDScoreSwitcher, IDSplitter, InternalCalibration, IsobaricAnalyzer, LabeledEval, LuciphorAdapter, MRMMapper, MRMPairFinder, MRMTransitionGroupPicker, MSFraggerAdapter, MSGFPlusAdapter, MSSimulator, MSstatsConverter, MaRaClusterAdapter, MapAlignerIdentification, MapAlignerPoseClustering, MapAlignerSpectrum, MapAlignerTreeGuided, MapNormalizer, MapRTTransformer, MapStatistics, MascotAdapter, MascotAdapterOnline, MassCalculator, MassTraceExtractor, MetaProSIP, MetaboliteAdductDecharger, MetaboliteSpectralMatcher, MultiplexResolver, MyriMatchAdapter, MzMLSplitter, MzTabExporter, NoiseFilterGaussian, NoiseFilterSGolay, NovorAdapter, NucleicAcidSearchEngine, OMSSAAdapter, OpenMSDatabasesInfo, OpenPepXL, OpenPepXLLF, OpenSwathAnalyzer, OpenSwathAssayGenerator, OpenSwathChromatogramExtractor, OpenSwathConfidenceScoring, OpenSwathDIAPreScoring, OpenSwathDecoyGenerator, OpenSwathFeatureXMLToTSV, OpenSwathFileSplitter, OpenSwathMzMLFileCacher, OpenSwathRTNormalizer, OpenSwathRewriteToFeatureXML, OpenSwathWorkflow, PSMFeatureExtractor, PTModel, PeakPickerHiRes, PeakPickerIterative, PeakPickerWavelet, PepNovoAdapter, PeptideIndexer, PercolatorAdapter, PhosphoScoring, PrecursorIonSelector, PrecursorMassCorrector, ProteinInference, ProteinQuantifier, ProteinResolver, QCCalculator, QCEmbedder, QCExporter, QCExtractor, QCImporter, QCMerger, QCShrinker, QualityControl, RNADigestor, RNAMassCalculator, RNPxlSearch, RNPxlXICFilter, RTEvaluation, RTModel, SeedListGenerator, SemanticValidator, SequenceCoverageCalculator, SimpleSearchEngine, SiriusAdapter, SpecLibCreator, SpecLibSearcher, SpectraFilterBernNorm, SpectraFilterMarkerMower, SpectraFilterNLargest, SpectraFilterNormalizer, SpectraFilterParentPeakMower, SpectraFilterScaler, SpectraFilterSqrtMower, SpectraFilterThresholdMower, SpectraFilterWindowMower, SpectraMerger, SpectraSTSearchAdapter, StaticModification, SvmTheoreticalSpectrumGeneratorTrainer, TICCalculator, TOFCalibration, TargetedFileConverter, TextExporter, TransformationEvaluation, TriqlerConverter, XFDR, XMLValidator, XTandemAdapter	OpenMS Suite for LC/MS data management and analyses						To update	https://www.openms.de/	Proteomics	openms	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/openms	2.8	openms	3.1.0
pathwaymatcher	reactome_pathwaymatcher	Reactome Pathway Matcher						To update	https://github.com/LuisFranciscoHS/PathwayMatcher	Proteomics	reactome_pathwaymatcher	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pathwaymatcher		pathwaymatcher	1.9.1
pep_pointer	pep_pointer	PepPointer categorizes peptides by their genomic coordinates.						To update		Genomic Interval Operations, Proteomics	pep_pointer	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pep_pointer	0.1.3+galaxy1	python	
pepquery	pepquery	A peptide-centric MS search engine for novel peptide identification and validation.						To update	https://pepquery.org	Proteomics	pepquery	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery	1.6.2	pepquery	2.0.2
pepquery2	pepquery2, pepquery2_index, pepquery2_show_sets	PepQuery2 peptide-centric MS search for peptide identification and validation						Up-to-date	https://pepquery.org	Proteomics	pepquery2	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepquery2	2.0.2	pepquery	2.0.2
peptide_genomic_coordinate	peptide_genomic_coordinate	Gets genomic coordinate of peptides based on the information in mzsqlite and genomic mapping sqlite files						To update		Proteomics	peptide_genomic_coordinate	galaxyp		1.0.0	python	
peptideshaker	fasta_cli, ident_params, peptide_shaker, search_gui	PeptideShaker and SearchGUI						To update	http://compomics.github.io	Proteomics	peptideshaker	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/peptideshaker		searchgui	4.3.3
pepxml_to_xls		Convert PepXML to Tabular						To update		Proteomics	pepxml_to_xls	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pepxml_to_xls			
percolator	batched_set_list_creator, percolator, percolator_input_converters, pout2mzid	Percolator						Up-to-date		Proteomics	percolator	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/percolator	3.5	percolator	3.5
pi_db_tools	calc_delta_pi, pi_db_split, pi_dbspec_align	HiRIEF tools						To update		Proteomics	hirieftools	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/pi_db_tools	1.3	python	
pmd_fdr	pmd_fdr	Calculate Precursor Mass Discrepancy (PMD) for MS/MS						To update	https://github.com/slhubler/PMD-FDR-for-Galaxy-P	Proteomics	pmd_fdr	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pmd_fdr	1.4.0	r-base	
custom_pro_db	custom_pro_db	CustomProDB						To update	https://bioconductor.org/packages/release/bioc/html/customProDB.html	Proteomics	custom_pro_db	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/bumbershoot/custom_pro_db	1.22.0	bioconductor-rgalaxy	1.37.1
custom_pro_db_annotation_data_manager		CustomProDB Annotation						To update	https://bioconductor.org/packages/release/bioc/html/customProDB.html	Proteomics	custom_pro_db_annotation_data_manager	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/bumbershoot/custom_pro_db			
psm2sam	PSMtoSAM	PSM to SAM						To update	https://bioconductor.org/packages/release/bioc/html/proBAMr.html	Proteomics	psm_to_sam	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tools/bumbershoot/psm2sam	1.3.2.1	r-base	
proteinpilot	convert_windows_newlines, proteinpilot, proteinpilot_group_extractor, proteinpilot_tabular, proteinpilot_xml							To update			proteinpilot	galaxyp		0.1		
retrieve_ensembl_bed	retrieve_ensembl_bed	Retrieve cDNA features from Ensembl REST API in BED format						To update	http://rest.ensembl.org/	Data Source	retrieve_ensembl_bed	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteogenomics/retrieve_ensembl_bed	0.1.0		
translate_bed	translate_bed	Translate BED transcript CDS or cDNA in 3 frames						To update	http://rest.ensembl.org/	Proteomics	translate_bed	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteogenomics/translate_bed	0.1.0		
proteomiqon_joinquantpepionswithproteins	proteomiqon_joinquantpepionswithproteins	The tool JoinQuantPepIonsWithProteins combines results from ProteinInference and PSMBasedQuantification.						To update	https://csbiology.github.io/ProteomIQon/tools/JoinQuantPepIonsWithProteins.html	Proteomics	proteomiqon_joinquantpepionswithproteins	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_joinquantpepionswithproteins	0.0.1	proteomiqon-joinquantpepionswithproteins	0.0.2
proteomiqon_labeledproteinquantification	proteomiqon_labeledproteinquantification	The tool LabeledProteinQuantification estimates protein abundances using quantified peptide ions.						To update	https://csbiology.github.io/ProteomIQon/tools/LabeledProteinQuantification.html	Proteomics	proteomiqon_labeledproteinquantification	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_labeledproteinquantification	0.0.1	proteomiqon-labeledproteinquantification	0.0.3
proteomiqon_labelfreeproteinquantification	proteomiqon_labelfreeproteinquantification	The tool LabelFreeProteinQuantification estimates protein abundances using quantified peptide ions.						To update	https://csbiology.github.io/ProteomIQon/tools/LabelfreeProteinQuantification.html	Proteomics	proteomiqon_labelfreeproteinquantification	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_labelfreeproteinquantification	0.0.1	proteomiqon-labelfreeproteinquantification	0.0.3
proteomiqon_mzmltomzlite	proteomiqon_mzmltomzlite	The tool MzMLToMzLite allows to convert mzML files to mzLite files.						Up-to-date	https://csbiology.github.io/ProteomIQon/tools/MzMLToMzLite.html	Proteomics	proteomiqon_mzmltomzlite	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomIQon_MzMLToMzLite	0.0.8	proteomiqon-mzmltomzlite	0.0.8
proteomiqon_peptidedb	proteomiqon_peptidedb	The tool ProteomIQon PeptideDB creates a peptide database in the SQLite format.						Up-to-date	https://csbiology.github.io/ProteomIQon/tools/PeptideDB.html	Proteomics	proteomiqon_peptidedb	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_peptidedb	0.0.7	proteomiqon-peptidedb	0.0.7
proteomiqon_peptidespectrummatching	proteomiqon_peptidespectrummatching	Given raw an MS run in the mzLite format, this tool iterates across all MS/MS scans, determines precursor charge states and possible peptide spectrum matches using reimplementations of SEQUEST,Andromeda and XTandem.						Up-to-date	https://csbiology.github.io/ProteomIQon/tools/PeptideSpectrumMatching.html	Proteomics	proteomiqon_peptidespectrummatching	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_peptidespectrummatching	0.0.7	proteomiqon-peptidespectrummatching	0.0.7
proteomiqon_proteininference	proteomiqon_proteininference	MS-based shotgun proteomics estimates protein abundances using a proxy: peptides. The process of 'Protein Inference' is concerned with the mapping of identified peptides to the proteins they putatively originated from.						Up-to-date	https://csbiology.github.io/ProteomIQon/tools/ProteinInference.html	Proteomics	proteomiqon_proteininference	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_proteininference	0.0.7	proteomiqon-proteininference	0.0.7
proteomiqon_psmbasedquantification	proteomiqon_psmbasedquantification	The PSMBasedQuantification tool was designed to allow label-free quantification as well as quantification of full metabolic labeled samples.						To update	https://csbiology.github.io/ProteomIQon/tools/PSMBasedQuantification.html	Proteomics	proteomiqon_psmbasedquantification	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_psmbasedquantification	0.0.8	proteomiqon-psmbasedquantification	0.0.9
proteomiqon_psmstatistics	proteomiqon_psmstatistics	The PSMStatistics tool utilizes semi supervised machine learning techniques to integrate search engine scores as well as the mentioned quality scores into one single consensus score.						Up-to-date	https://csbiology.github.io/ProteomIQon/tools/PSMStatistics.html	Proteomics	proteomiqon_psmstatistics	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/proteomiqon_psmstatistics	0.0.8	proteomiqon-psmstatistics	0.0.8
proteore_venn_diagram	proteore_venn_diagram	ProteoRE JVenn Diagram						To update		Proteomics	proteore_venn_diagram	galaxyp		2021.06.08	python	
protxml_to_xls	protxml_to_xls							To update			protxml_to_xls	galaxyp		0.1.0	trans_proteomic_pipeline	
psm_eval	psm_eval							To update			psm_eval	galaxyp		0.1.0	binaries_for_psm_eval	
psm_validation	psmvalidator	Validate PSM from Ion Fragmentation						To update	https://github.com/galaxyproteomics/psm_fragments.git	Proteomics	psm_validation	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/psm_validation	1.0.3		
pyprophet	pyprophet_export, pyprophet_merge, pyprophet_peptide, pyprophet_protein, pyprophet_score, pyprophet_subsample	Semi-supervised learning and scoring of OpenSWATH results.						To update	https://github.com/PyProphet/pyprophet	Proteomics		galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pyprophet	2.1.4	pyprophet	2.2.5
pyteomics	mztab2tsv	Tools using the pyteomics library	pyteomics	Pyteomics	Framework for proteomics data analysis, supporting mzML, MGF, pepXML and more.	Protein identification	Proteomics, Proteomics experiment	To update	https://pyteomics.readthedocs.io/en/latest/	Proteomics, Metabolomics	pyteomics	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/pyteomics	4.4.1	pyteomics	4.6.3
quantp	quantp	Correlation between protein and transcript abundance						To update		Proteomics	quantp	galaxyp		1.1.2	r-data.table	1.11.6
quantwiz_iq	quantwiz_iq	Isobaric Quantitation using QuantWiz-IQ						Up-to-date	https://sourceforge.net/projects/quantwiz/	Proteomics	quantwiz_iq	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/quantwiz_iq	2.0	quantwiz-iq	2.0
qupath_roi_splitter	qupath_roi_splitter	Split ROI coordinates of QuPath TMA annotation by cell type						To update	https://github.com/npinter/ROIsplitter	Imaging	qupath_roi_splitter	galaxyp	hhttps://github.com/npinter/ROIsplitter	0.1.0+galaxy1	geojson	
rawtools	rawtools	Raw Tools						To update	https://github.com/kevinkovalchik/RawTools	Proteomics	rawtools	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/rawtools		rawtools	2.0.4
regex_find_replace	regex1, regexColumn1	Use python regular expressions to find and replace text						To update		Text Manipulation	regex_find_replace	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/regex_find_replace	1.0.3	python	
scaffold	scaffold, scaffold_export							To update			scaffold	galaxyp		0.1.0	scaffold	
sixgill	sixgill_build, sixgill_filter, sixgill_makefasta, sixgill_merge	Six-frame Genome-Inferred Libraries for LC-MS/MS						Up-to-date		Proteomics, MetaProteomics	sixgill	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/sixgill	0.2.4	sixgill	0.2.4
spectrast2spectrast_irt	gp_spectrast2spectrast_irt	Filter from spectraST files to swath input files						To update		Proteomics	spectrast2spectrast_irt	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/spectrast2spectrast_irt	0.1.0	msproteomicstools	0.11.0
spectrast2tsv	gp_spectrast2tsv	Filter from spectraST files to swath input files						To update		Proteomics	spectrast2tsv	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/spectrast2tsv	0.1.0	msproteomicstools	0.11.0
translate_bed_sequences	translate_bed_sequences	Perform 3 frame translation of BED file augmented with a sequence column						To update		Proteomics	translate_bed_sequences	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/translate_bed_sequences	0.2.0	biopython	1.70
unipept	unipept	Unipept retrieves metaproteomics information						To update	https://github.com/galaxyproteomics/tools-galaxyp	Proteomics	unipept	galaxyp	https://unipept.ugent.be/apidocs	4.5.1	python	
uniprotxml_downloader	uniprotxml_downloader	Download UniProt proteome in XML or fasta format						To update		Proteomics	uniprotxml_downloader	galaxyp	https://github.com/galaxyproteomics/tools-galaxyp/tree/master/tools/uniprotxml_downloader	2.4.0	requests	
validate_fasta_database	validate_fasta_database	runs Compomics database identification tool on any FASTA database, and separates valid and invalid entries based on a series of checks.						To update		Fasta Manipulation, Proteomics	validate_fasta_database	galaxyp		0.1.5	validate-fasta-database	1.0
bio3d	bio3d_dccm, bio3d_pca, bio3d_rmsd, bio3d_rmsf, bio3d_pca_visualize	Bio3d is a program that can be used to analyse molecular dynamics trajectories.						To update	http://thegrantlab.org/bio3d/index.php	Computational chemistry	bio3d	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/bio3d	2.4_1	r-bio3d	2.2_3
biomoldyn	biomd_neqgamma, fastpca, biomd_extract_clusters, biomd_rmsd_clustering	Tools for MD analysis						To update	https://github.com/moldyn/	Molecular Dynamics, Computational chemistry	biomoldyn	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	1.5.2	scipy	
ambertools	ambertools_acpype, acpype_Amber2Gromacs, ambertools_antechamber, mmpbsa_mmgbsa, ambertools_parmchk2, parmconv, tleap	Ambertools is a set of packages for preparing systems for molecular dynamics (MD) simulations and analyzing trajectories.						To update	http://ambermd.org/AmberTools.php	Molecular Dynamics, Computational chemistry	ambertools	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	21.10	ambertools	
packmol	packmol	PACKMOL is a package for creating starting structures for Molecular Dynamics simulations						To update	http://m3g.iqm.unicamp.br/packmol/home.shtml	Molecular Dynamics, Computational chemistry	packmol	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem	18.169.1	packmol	
topologyeditors	gromacs_modify_topology, gromacs_extract_topology	Set of python scripts and associated tool files that can be used to modify topology files.						To update	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/topologyeditors	Molecular Dynamics, Computational chemistry	topologyeditors	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/buildtools/topologyeditors	0	python	
free_energy		Free energy tools of BRIDGE.						To update		Molecular Dynamics, Computational chemistry	freeenergy	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tools/free_energy			
gromacs	gmx_check, gmx_editconf, gmx_energy, gmx_get_builtin_file, gmx_rg, gmx_makendx, gmx_merge_topology_files, gmx_em, gmx_restraints, gmx_rmsd, gmx_rmsf, gmx_setup, gmx_sim, gmx_solvate, gmx_trj	GROMACS is a package for performing molecular dynamics, primarily designed for biochemical molecules such as proteins, lipids and nucleic acids.						To update	https://github.com/gromacs	Molecular Dynamics, Computational chemistry	gromacs	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/gromacs	2022	gromacs	2021.3
mdanalysis	mdanalysis_angle, mdanalysis_dihedral, mdanalysis_distance, mdanalysis_endtoend, mdanalysis_extract_rmsd, mdanalysis_hbonds, mdanalysis_cosine_analysis, mdanalysis_ramachandran_protein, mdanalysis_ramachandran_plot, mdanalysis_rdf	MDAnalysis is a package for analyzing trajectories from molecular dynamics (MD) simulations						To update	https://github.com/MDAnalysis/mdanalysis	Computational chemistry	mdanalysis	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	1.0.0	mdanalysis	
mdfileconverter	md_converter	A tool for interconverting between different MD structure and trajectory file formats.						To update		Molecular Dynamics, Computational chemistry	md_converter	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tools/mdfileconverter	1.9.7	mdtraj	
mdslicer	md_slicer	A tool for slicing trajectory files using MDTraj.						To update		Molecular Dynamics, Computational chemistry	md_converter	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tools/mdslicer	1.9.9	mdtraj	
mdtraj	traj_selections_and_merge	MDTraj is a python library that allows users to manipulate molecular dynamics (MD) trajectories						To update	https://github.com/mdtraj/mdtraj	Computational chemistry	mdtraj	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/	1.9.7	mdtraj	
openmm	pdbfixer	OpenMM is a toolkit for molecular simulation using high performance GPU code.						To update	https://github.com/openmm	Molecular Dynamics, Computational chemistry	openmm	chemteam	https://github.com/galaxycomputationalchemistry/galaxy-tools-compchem/tree/master/tools/openmm	1.8.1	pdbfixer	
vmd		vmd is a package for  visualizing and analyzing trajectories from molecular dynamics (MD) simulations						To update	https://www.ks.uiuc.edu/Research/vmd/	Computational chemistry	vmd	chemteam	https://github.com/thatchristoph/vmd-cvs-github/tree/master/vmd			
artbio_bam_cleaning	artbio_bam_cleaning	filter bam files before somatic-varscan or lumpy-smoove analysis						To update	http://artbio.fr	SAM, Variant Analysis	artbio_bam_cleaning	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/artbio_bam_cleaning	1.10+galaxy0	samtools	1.18
bamparse	bamparse	Generates hit count lists from bam alignments.						To update	http://artbio.fr	RNA, Transcriptomics	bamparse	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/bamparse	4.1.1	pysam	0.22.0
bigwig_to_bedgraph	bigwig_to_bedgraph	Converts a bigWig file to bedGraph format						To update	http://artbio.fr	Convert Formats	bigwig_to_bedgraph	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/bigwig_to_bedgraph	377+galaxy1	ucsc-bigwigtobedgraph	448
bigwig_to_wig	bigwig_to_wig	Converts a bigWig file to Wiggle (WIG) format						To update	https://artbio.fr	Convert Formats	bigwig_to_wig	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/bigwig_to_wig	3+galaxy0	ucsc-bigwiginfo	377
blast_to_scaffold	blast2scaffold	Generate DNA scaffold from blastn or tblastx alignments of Contigs						To update	http://artbio.fr	RNA, Sequence Analysis, Assembly	blast_to_scaffold	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_to_scaffold	1.1.0	python	
blast_unmatched	blast_unmatched	Extract unmatched query sequences from blast						To update	http://artbio.fr	Fasta Manipulation	blast_unmatched	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blast_unmatched	1.0.1	python	
blastparser_and_hits	BlastParser_and_hits	Parse blast outputs and compile hits						To update	http://artbio.fr	Assembly, RNA	blastparser_and_hits	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/blastparser_and_hits	2.7.1	python	
blastx_to_scaffold	blastx2scaffold	Generate DNA scaffold from blastx alignment of Contigs						To update	http://artbio.fr	RNA, Sequence Analysis, Assembly	blastx_to_scaffold	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/blastx_to_scaffold	1.1.1	python	
cap3	cap3	cap3 wrapper						To update	http://artbio.fr	Assembly	cap3	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cap3	2.0.1	cap3	10.2011
cherry_pick_fasta	cherry_pick_fasta	Pick fasta sequence with specific header content						To update	http://artbio.fr	Fasta Manipulation	cherry_pick_fasta	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cherry_pick_fasta	4.1	python	
concat_multi_datasets	cat_multi_datasets	Concatenate multiple datasets tail-to-head, including collection datasets.						To update	http://artbio.fr	Text Manipulation	concatenate_multiple_datasets	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/concat_multi_datasets	1.4.2		
cpm_tpm_rpk	cpm_tpm_rpk	Generate CPM,TPM or RPK from raw counts						To update	http://artbio.fr	Transcriptomics	cpm_tpm_rpk	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/cpm_tpm_rpk	0.5.2	r-optparse	1.3.2
deseq2_normalization	deseq2_normalization	Normalizes gene hitlists						To update	http://artbio.fr	RNA, Transcriptomics, Sequence Analysis, Statistics	deseq2_normalization	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/deseq2_normalization	1.40.2+galaxy0	bioconductor-deseq2	1.42.0
embl2fa	embl2fa	Converts EMBL flat format to fasta format						To update	http://artbio.fr	Text Manipulation	embl2fa	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/embl2fa	0.2		
fetch_fasta_from_ncbi	retrieve_fasta_from_NCBI	Fetch fasta sequences from NCBI using eutils wrappers						To update	http://artbio.fr	Fasta Manipulation, Data Source	fetch_fasta_from_ncbi	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/fetch_fasta_from_ncbi	3.1.0	urllib3	1.12
fisher_test	fishertest	Fisher's exact test on two-column hit lists.						To update	http://artbio.fr	RNA, Statistics	fishertest	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/fisher_test	2.32.0+galaxy0	bioconductor-qvalue	2.34.0
gatk4	filtermutectcalls, mergemutectstats, mutect2	Find somatic variations						To update	http://artbio.fr	Variant Analysis	gatk4	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gatk4	4.1.7.0	gatk4	4.4.0.0
get_reference_fasta	get_fasta_reference	Obtain reference genome sequence.						To update	http://artbio.fr	Data Source, Fasta Manipulation	get_reference_fasta	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/get_reference_fasta	0.3.2		
gsc_center_scale	center_scale	Center or scale (standardize) data						To update	http://artbio.fr	Statistics	gsc_center_scale	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gsc_center_scale	4.3.1+galaxy0	r-optparse	1.3.2
gsc_filter_cells	filter_cells	Filter single cell RNAseq data on libray depth and number of detected genes						To update	http://artbio.fr	Transcriptomics	gsc_filter_cells	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gsc_filter_cells	4.3.1+galaxy0	r-optparse	1.3.2
gsc_filter_genes	filter_genes	Filter genes that are detected in less than a fraction of libraries in single cell RNAseq data						To update	http://artbio.fr	Transcriptomics	gsc_filter_genes	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gsc_filter_genes	4.3.1+galaxy0	r-optparse	1.3.2
gsc_gene_expression_correlations	single_cell_gene_expression_correlations	Compute single-cell paire-wise gene expressions correlations						To update	http://artbio.fr	Transcriptomics	gsc_gene_expression_correlations	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/gsc_gene_expression_correlations	4.3.1+galaxy0	r-optparse	1.3.2
gsc_high_dimensions_visualisation	high_dimensions_visualisation	Generates PCA, t-SNE and HCPC visualisation						To update	http://artbio.fr	Transcriptomics, Visualization	gsc_high_dimensions_visualisation	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gsc_high_dimension_visualization	4.3+galaxy0	r-optparse	1.3.2
gsc_mannwhitney_de	mannwhitney_de	Perform a mann-whitney differential testing between two sets of gene expression data						To update	http://artbio.fr	Transcriptomics	gsc_mannwhitney_de	artbio	https://github.com/ARTbio/tools-artbio/tree/main/tools/gsc_mannwhitney_de	4.1.3+galaxy0	r-optparse	1.3.2
gsc_scran_normalize	scran_normalize	Normalize raw counts using scran						To update	http://artbio.fr	Transcriptomics	gsc_scran_normalize	artbio	https://github.com/ARTbio/tools-artbio/tree/master/tools/gsc_scran_normalize	0.2.1	r-optparse	1.3.2
